Voornaam,Achternaam,Gebruikersnaam,DisplayName,UserPrincipalName,Department,Title,Description,Wachtwoord,VerzamelOU,GebruikersOU
Bill,Spencer,spenc112,Bill Spencer,spenc112@homelab.net,BoldBeautiful,Uitgeefbaas,Personage uit Bold and the Beautiful,$Aq!5x3D,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Katie,Logan,logan045,Katie Logan,logan045@homelab.net,BoldBeautiful,PR-manager,Personage uit Bold and the Beautiful,n&$E4C4c,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Donna,Logan,logan233,Donna Logan,logan233@homelab.net,BoldBeautiful,Receptionist,Personage uit Bold and the Beautiful,2K7plJ!&,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Nick,Marone,maron634,Nick Marone,maron634@homelab.net,BoldBeautiful,Scheepsvaarder,Personage uit Bold and the Beautiful,d&#eX0I4,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Amber,Moore,moore547,Amber Moore,moore547@homelab.net,BoldBeautiful,Modeassistente,Personage uit Bold and the Beautiful,&M$3v7Fi,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Rick,Forrester,forre594,Rick Forrester,forre594@homelab.net,BoldBeautiful,Modedirecteur,Personage uit Bold and the Beautiful,L@I79l&a,"VerzamelOU=TVSeries,GebruikersOU=BoldBeautiful,DC=homelab,DC=net"
Marlena,Evans,evans440,Marlena Evans,evans440@homelab.net,DaysOfOurLives,Psychiater,Personage uit Days of Our Lives,q4@$HV0q,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
John,Black,black176,John Black,black176@homelab.net,DaysOfOurLives,Veiligheidsagent,Personage uit Days of Our Lives,q#Bq@F91,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Bo,Brady,brady135,Bo Brady,brady135@homelab.net,DaysOfOurLives,Politieagent,Personage uit Days of Our Lives,jEV&f$52,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Hope,Brady,brady035,Hope Brady,brady035@homelab.net,DaysOfOurLives,Politieagente,Personage uit Days of Our Lives,2Njy@D#3,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Victor,Kiriakis,kiria635,Victor Kiriakis,kiria635@homelab.net,DaysOfOurLives,Zakenman,Personage uit Days of Our Lives,$1rHlN!0,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Nicole,Walker,walke831,Nicole Walker,walke831@homelab.net,DaysOfOurLives,Televisieproducente,Personage uit Days of Our Lives,cM&z!S31,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Brady,Black,black707,Brady Black,black707@homelab.net,DaysOfOurLives,Televisiepresentator,Personage uit Days of Our Lives,$sH18St&,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Sami,Brady,brady207,Sami Brady,brady207@homelab.net,DaysOfOurLives,Ondernemer,Personage uit Days of Our Lives,x&bNC&16,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Lucas,Horton,horto741,Lucas Horton,horto741@homelab.net,DaysOfOurLives,Zakenman,Personage uit Days of Our Lives,zW!!mG16,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
EJ,DiMera,dimer067,EJ DiMera,dimer067@homelab.net,DaysOfOurLives,Advocaat,Personage uit Days of Our Lives,$7ikIS!7,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Stefano,DiMera,dimer588,Stefano DiMera,dimer588@homelab.net,DaysOfOurLives,Crimineel zakenman,Personage uit Days of Our Lives,x&k$6WC3,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Jennifer,Deveraux,dever836,Jennifer Deveraux,dever836@homelab.net,DaysOfOurLives,Journaliste,Personage uit Days of Our Lives,@@5sWLu5,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Jack,Deveraux,dever776,Jack Deveraux,dever776@homelab.net,DaysOfOurLives,Journalist,Personage uit Days of Our Lives,#BYu8$e2,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Abe,Carver,carve551,Abe Carver,carve551@homelab.net,DaysOfOurLives,Commissaris,Personage uit Days of Our Lives,#94sf@FR,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Lexie,Carver,carve185,Lexie Carver,carve185@homelab.net,DaysOfOurLives,Arts,Personage uit Days of Our Lives,k#MV5i6@,"VerzamelOU=TVSeries,GebruikersOU=DaysOfOurLives,DC=homelab,DC=net"
Harold,Bishop,bisho496,Harold Bishop,bisho496@homelab.net,Neighbours,Ondernemer,Personage uit Neighbours,!v&aX53P,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Madge,Bishop,bisho419,Madge Bishop,bisho419@homelab.net,Neighbours,Cafehouder,Personage uit Neighbours,X&xR5&v3,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Toadie,Rebecchi,rebec417,Toadie Rebecchi,rebec417@homelab.net,Neighbours,Advocaat,Personage uit Neighbours,cz66@O#P,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Karl,Kennedy,kenne848,Karl Kennedy,kenne848@homelab.net,Neighbours,Huisarts,Personage uit Neighbours,Rt3i1#&W,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Susan,Kennedy,kenne198,Susan Kennedy,kenne198@homelab.net,Neighbours,Lerares,Personage uit Neighbours,3@$8CaCn,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Scott,Robinson,robin380,Scott Robinson,robin380@homelab.net,Neighbours,Journalist,Personage uit Neighbours,t0$$ASk6,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Charlene,Mitchell,mitch247,Charlene Mitchell,mitch247@homelab.net,Neighbours,Monteur,Personage uit Neighbours,a6z!0@ER,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Jim,Robinson,robin477,Jim Robinson,robin477@homelab.net,Neighbours,Ingenieur,Personage uit Neighbours,0p&1Df&X,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Paul,Robinson,robin316,Paul Robinson,robin316@homelab.net,Neighbours,Hoteldirecteur,Personage uit Neighbours,5Bh&9#Xo,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Steph,Scully,scull741,Steph Scully,scull741@homelab.net,Neighbours,Monteur,Personage uit Neighbours,Nf9Es2&&,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Libby,Kennedy,kenne485,Libby Kennedy,kenne485@homelab.net,Neighbours,Journaliste,Personage uit Neighbours,y$#H87Ko,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Drew,Kirk,kirk925,Drew Kirk,kirk925@homelab.net,Neighbours,Monteur,Personage uit Neighbours,h$3LFo$7,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Dee,Bliss,bliss543,Dee Bliss,bliss543@homelab.net,Neighbours,Verpleegkundige,Personage uit Neighbours,8A$5@Lpp,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Dylan,Timmins,timmi262,Dylan Timmins,timmi262@homelab.net,Neighbours,Bouwer,Personage uit Neighbours,6jmU@E3$,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Izzy,Hoyland,hoyla638,Izzy Hoyland,hoyla638@homelab.net,Neighbours,Barvrouw,Personage uit Neighbours,!6bA&5Kv,"VerzamelOU=TVSeries,GebruikersOU=Neighbours,DC=homelab,DC=net"
Luke,Spencer,spenc460,Luke Spencer,spenc460@homelab.net,GeneralHospital,Ondernemer,Personage uit General Hospital,n49Xb#&Q,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Laura,Webber,webbe976,Laura Webber,webbe976@homelab.net,GeneralHospital,Zakenvrouw,Personage uit General Hospital,$3f4qIR&,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Sonny,Corinthos,corin751,Sonny Corinthos,corin751@homelab.net,GeneralHospital,Zakenman,Personage uit General Hospital,e@2@H2dW,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Carly,Spencer,spenc446,Carly Spencer,spenc446@homelab.net,GeneralHospital,Hotelmanager,Personage uit General Hospital,VHk5f@1$,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Jason,Morgan,morga302,Jason Morgan,morga302@homelab.net,GeneralHospital,Veiligheidsagent,Personage uit General Hospital,dl4F!@N1,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Sam,McCall,mccal481,Sam McCall,mccal481@homelab.net,GeneralHospital,Privedetective,Personage uit General Hospital,!Iq4#sO6,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Robin,Scorpio,scorp670,Robin Scorpio,scorp670@homelab.net,GeneralHospital,Arts,Personage uit General Hospital,m#WP9i@0,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Patrick,Drake,drake625,Patrick Drake,drake625@homelab.net,GeneralHospital,Neurochirurg,Personage uit General Hospital,5#6GU@ph,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Anna,Devane,devan435,Anna Devane,devan435@homelab.net,GeneralHospital,Politiecommissaris,Personage uit General Hospital,#$yA2gB0,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Robert,Scorpio,scorp995,Robert Scorpio,scorp995@homelab.net,GeneralHospital,Agent,Personage uit General Hospital,Jur1$$H9,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Maxie,Jones,jones569,Maxie Jones,jones569@homelab.net,GeneralHospital,Moderedacteur,Personage uit General Hospital,$1!p7THg,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Spinelli,Damian,damia396,Damian Spinelli,damia396@homelab.net,GeneralHospital,Hacker,Personage uit General Hospital,$4#8CzSn,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Mac,Scorpio,scorp123,Mac Scorpio,scorp123@homelab.net,GeneralHospital,Commissaris,Personage uit General Hospital,Ee$3m6M#,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Felicia,Jones,jones976,Felicia Jones,jones976@homelab.net,GeneralHospital,Winkelierster,Personage uit General Hospital,R8#$aG4f,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Monica,Quartermaine,quart435,Monica Quartermaine,quart435@homelab.net,GeneralHospital,Cardioloog,Personage uit General Hospital,&I!U09ny,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Alexis,Davis,davis257,Alexis Davis,davis257@homelab.net,GeneralHospital,Advocaat,Personage uit General Hospital,4DZ#$hx5,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Ned,Quartermaine,quart370,Ned Quartermaine,quart370@homelab.net,GeneralHospital,Muzikant,Personage uit General Hospital,5Lu2@uQ!,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Tracy,Quartermaine,quart867,Tracy Quartermaine,quart867@homelab.net,GeneralHospital,Zakenvrouw,Personage uit General Hospital,Vv4#o&2Z,"VerzamelOU=TVSeries,GebruikersOU=GeneralHospital,DC=homelab,DC=net"
Adam,Newman,newma615,Adam Newman,newma615@homelab.net,YoungRestless,Directeur,Personage uit Young and the Restless,$4Qb&6Rt,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Victor,Newman,newma558,Victor Newman,newma558@homelab.net,YoungRestless,Zakenimperium,Personage uit Young and the Restless,RG5l@h&2,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Nikki,Newman,newma802,Nikki Newman,newma802@homelab.net,YoungRestless,Zakenvrouw,Personage uit Young and the Restless,w$WW6#e2,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Nick,Newman,newma358,Nick Newman,newma358@homelab.net,YoungRestless,Ondernemer,Personage uit Young and the Restless,5Vl3#Q&m,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Sharon,Newman,newma943,Sharon Newman,newma943@homelab.net,YoungRestless,Cafebazin,Personage uit Young and the Restless,$Hv85aR!,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Victoria,Newman,newma064,Victoria Newman,newma064@homelab.net,YoungRestless,CEO,Personage uit Young and the Restless,$sYB1#7e,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Jack,Abbott,abbot689,Jack Abbott,abbot689@homelab.net,YoungRestless,CEO,Personage uit Young and the Restless,@eB7e&U8,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Ashley,Abbott,abbot259,Ashley Abbott,abbot259@homelab.net,YoungRestless,Wetenschapper,Personage uit Young and the Restless,5rH$O&s9,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Phyllis,Summers,summe400,Phyllis Summers,summe400@homelab.net,YoungRestless,IT-manager,Personage uit Young and the Restless,8y#k#GV8,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Billy,Abbott,abbot959,Billy Abbott,abbot959@homelab.net,YoungRestless,Journalist,Personage uit Young and the Restless,k12IdD&#,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Chelsea,Lawson,lawso111,Chelsea Lawson,lawso111@homelab.net,YoungRestless,Modeontwerpster,Personage uit Young and the Restless,7JY$t@2q,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Genoa,Chancellor,chanc064,Genoa Chancellor,chanc064@homelab.net,YoungRestless,Zakenvrouw,Personage uit Young and the Restless,8#pYd0#V,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Jill,Abbott,abbot143,Jill Abbott,abbot143@homelab.net,YoungRestless,Zakenvrouw,Personage uit Young and the Restless,d$$L41Hx,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Cane,Ashby,ashby630,Cane Ashby,ashby630@homelab.net,YoungRestless,Zakenman,Personage uit Young and the Restless,6lMq!A9@,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Lily,Winters,winte450,Lily Winters,winte450@homelab.net,YoungRestless,Model,Personage uit Young and the Restless,4$5KsaA@,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Diane,Jenkins,jenki016,Diane Jenkins,jenki016@homelab.net,YoungRestless,Actrice,Personage uit Young and the Restless,F#9$Iaw7,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Kyle,Abbott,abbot374,Kyle Abbott,abbot374@homelab.net,YoungRestless,CEO,Personage uit Young and the Restless,D!0o8!kQ,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Summer,Newman,newma775,Summer Newman,newma775@homelab.net,YoungRestless,Modebedrijf,Personage uit Young and the Restless,$9gZ@Yl3,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Tessa,Porter,porte592,Tessa Porter,porte592@homelab.net,YoungRestless,Zangeres,Personage uit Young and the Restless,eOb$B5!8,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Mariah,Copeland,copel424,Mariah Copeland,copel424@homelab.net,YoungRestless,Televisiepresentatrice,Personage uit Young and the Restless,@Eo!o26G,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Rey,Rosales,rosal024,Rey Rosales,rosal024@homelab.net,YoungRestless,Rechercheur,Personage uit Young and the Restless,2l6V&l&L,"VerzamelOU=TVSeries,GebruikersOU=YoungRestless,DC=homelab,DC=net"
Ramona,Acosta,acost097,Ramona Acosta,acost097@homelab.net,HollywoodHeights,Zangeres,Personage uit Hollywood Heights,A0vv!L2&,"VerzamelOU=TVSeries,GebruikersOU=HollywoodHeights,DC=homelab,DC=net"
Imogen,Heap,heap587,Imogen Heap,heap587@homelab.net,Emmerdale,Zangeres,Personage fictief Emmerdale,7A@@w4hE,"VerzamelOU=TVSeries,GebruikersOU=Emmerdale,DC=homelab,DC=net"
Paddy,Kirk,kirk048,Paddy Kirk,kirk048@homelab.net,Emmerdale,Dierenarts,Personage uit Emmerdale,Q1&#6Ano,"VerzamelOU=TVSeries,GebruikersOU=Emmerdale,DC=homelab,DC=net"
Chas,Dingle,dingl562,Chas Dingle,dingl562@homelab.net,Emmerdale,Pubhouder,Personage uit Emmerdale,3o9OOk!$,"VerzamelOU=TVSeries,GebruikersOU=Emmerdale,DC=homelab,DC=net"
Marlon,Dingle,dingl092,Marlon Dingle,dingl092@homelab.net,Emmerdale,Kok,Personage uit Emmerdale,0&8c$nLU,"VerzamelOU=TVSeries,GebruikersOU=Emmerdale,DC=homelab,DC=net"
